id,_id,ltable_id,rtable_id,ltable_Title,ltable_Authors,ltable_Genres,ltable_Publishing Date,ltable_Pages,ltable_Publisher,ltable_Language,rtable_Title,rtable_Authors,rtable_Genres,rtable_Publishing Date,rtable_Pages,rtable_Publisher,rtable_Language,match
67142,67142,3281,2898,Blindfolded Innocence,Alessandra Torre,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Jan 2014,299,Harlequin,English,Masked Innocence,Alessandra Torre,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Romance;Erotic Romance;Erotica;Bdsm,February 25th 2014,300,Alessandra Torre,,0
67561,67561,3763,2912,MVP : Book Three VIP Trilogy,M Robinson,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,11 Jun 2015,262,Createspace Independent Publishing Platform,English,The Photographer Trilogy Box Set,Sarah  Robinson,Suspense;Romance;Mystery;Thriller;Mystery Thriller,January 1st 2015,999,,None,0
67567,67567,3898,2912,The Madam : Book 2 of the VIP Trilogy,M Robinson,Erotic Fiction,11 Jun 2015,272,Createspace Independent Publishing Platform,English,The Photographer Trilogy Box Set,Sarah  Robinson,Suspense;Romance;Mystery;Thriller;Mystery Thriller,January 1st 2015,999,,None,0
68125,68125,1111,2943,Longest Ride,Nicholas Sparks,Contemporary Fiction:Romance:Romance Books,30 Sep 2014,475,Little Brown & Company,English,The Longest Ride,Nicholas Sparks,Contemporary;Adult;Audiobook,July 3rd 2014,480,Sphere,English,1
68151,68151,247,2944,Beautiful Player,Christina Lauren,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Nov 2013,432,SIMON & SCHUSTER,English,Beautiful Dream,Paige Laurens,New Adult;Romance,November 27th 2015,None,,None,0
68164,68164,2423,2944,Beautiful Boss,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Mar 2016,144,SIMON & SCHUSTER,English,Beautiful Dream,Paige Laurens,New Adult;Romance,November 27th 2015,None,,None,0
68170,68170,2470,2944,Beautiful,Christina Lauren,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Nov 2016,416,SIMON & SCHUSTER,English,Beautiful Dream,Paige Laurens,New Adult;Romance,November 27th 2015,None,,None,0
68215,68215,3480,2944,Beautiful Stranger. Un desconocido encantador,Christina Lauren:Concepción Rodríguez González,Erotic Fiction:Romance:Romance Books,03 Jun 2014,304,DEBOLSILLO,Spanish,Beautiful Dream,Paige Laurens,New Adult;Romance,November 27th 2015,None,,None,0
68541,68541,2588,2964,The Immortal Who Loved Me : An Argeneau Novel,Lynsay Sands,Contemporary Fiction:Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,24 Feb 2015,357,AVON BOOKS,English,The Immortal Hunter,Lynsay Sands,Romance;Paranormal Romance;Paranormal;Vampires;Romance;Fantasy;Paranormal;Fantasy,March 31st 2009,360,Avon,English,0
68552,68552,1348,2964,Immortally Yours,Lynsay Sands,Thriller Books:Thrillers:Horror:Horror:Fantasy:Fantasy Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Sep 2017,400,AVON BOOKS,English,The Immortal Hunter,Lynsay Sands,Romance;Paranormal Romance;Paranormal;Vampires;Romance;Fantasy;Paranormal;Fantasy,March 31st 2009,360,Avon,English,0
68554,68554,1401,2964,Immortal Ever After : An Argeneau Novel,Lynsay Sands,Fantasy:Fantasy Books:Romance:Romance Books,19 Mar 2013,384,HarperCollins Publishers Inc,English,The Immortal Hunter,Lynsay Sands,Romance;Paranormal Romance;Paranormal;Vampires;Romance;Fantasy;Paranormal;Fantasy,March 31st 2009,360,Avon,English,0
68629,68629,111,2974,Beautiful Bastard,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Dec 2013,320,SIMON & SCHUSTER,English,Beautiful Beginning,Christina Lauren,New Adult;Humor;Funny;Romance;Erotic Romance;Adult Fiction;Erotica;Humor,November 19th 2013,208,Pocket Star,,0
68632,68632,189,2974,Beautiful Stranger,Christina Lauren,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Jun 2013,352,SIMON & SCHUSTER,English,Beautiful Beginning,Christina Lauren,New Adult;Humor;Funny;Romance;Erotic Romance;Adult Fiction;Erotica;Humor,November 19th 2013,208,Pocket Star,,0
68641,68641,578,2974,Beautiful Beginning,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,21 Nov 2013,208,SIMON & SCHUSTER,English,Beautiful Beginning,Christina Lauren,New Adult;Humor;Funny;Romance;Erotic Romance;Adult Fiction;Erotica;Humor,November 19th 2013,208,Pocket Star,,1
68660,68660,1156,2974,Beautiful Secret,Christina Lauren,Contemporary Fiction:Thriller Books:Thrillers:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Apr 2015,400,SIMON & SCHUSTER,English,Beautiful Beginning,Christina Lauren,New Adult;Humor;Funny;Romance;Erotic Romance;Adult Fiction;Erotica;Humor,November 19th 2013,208,Pocket Star,,0
68696,68696,2423,2974,Beautiful Boss,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Mar 2016,144,SIMON & SCHUSTER,English,Beautiful Beginning,Christina Lauren,New Adult;Humor;Funny;Romance;Erotic Romance;Adult Fiction;Erotica;Humor,November 19th 2013,208,Pocket Star,,0
68698,68698,2470,2974,Beautiful,Christina Lauren,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Nov 2016,416,SIMON & SCHUSTER,English,Beautiful Beginning,Christina Lauren,New Adult;Humor;Funny;Romance;Erotic Romance;Adult Fiction;Erotica;Humor,November 19th 2013,208,Pocket Star,,0
68716,68716,3550,2974,Beautiful player : Un Seductor Irresistible / an Irresistible Seducer,Christina Lauren,Erotic Fiction:Romance:Romance Books,03 Jun 2014,400,DEBOLSILLO,Spanish,Beautiful Beginning,Christina Lauren,New Adult;Humor;Funny;Romance;Erotic Romance;Adult Fiction;Erotica;Humor,November 19th 2013,208,Pocket Star,,0
69580,69580,2361,3017,Just Wicked Enough,Lorraine Heath,Historical Romance:Historical Romance,06 Sep 2007,384,HarperCollins Publishers Inc,English,Passions of a Wicked Earl,Lorraine Heath,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,October 26th 2010,384,Avon,,0
69604,69604,266,3018,Up From the Grave : A Night Huntress Novel,Jeaniene Frost,Fantasy:Fantasy Books:Romance:Romance Books,13 Feb 2014,384,HarperCollins Publishers Inc,English,One Foot in the Grave,Jeaniene Frost,Paranormal;Vampires;Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance,April 29th 2008,357,Avon,English,0
69611,69611,1349,3018,One Foot in the Grave : A Night Huntress Novel,Jeaniene Frost,Fantasy:Fantasy Books:Romance:Romance Books,06 Jul 2011,386,HarperCollins Publishers Inc,English,One Foot in the Grave,Jeaniene Frost,Paranormal;Vampires;Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance,April 29th 2008,357,Avon,English,1
69863,69863,495,3031,Someone to Watch over ME,Lisa Kleypas,Romance:Romance Books:Historical Romance:Historical Romance,06 Jul 2011,374,HarperCollins Publishers Inc,English,Someone to Watch Over Me,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,May 1st 1999,362,Avon,,1
69986,69986,3357,3036,Beautiful Bastard. Un tipo odioso: Serie Beautiful Bastard 1,Christina Lauren,Erotic Fiction:Romance:Romance Books,03 Jun 2014,272,DEBOLSILLO,Spanish,Cold-Blooded Beautiful,Christine Zolendz,Dark;Romance;Sociology;Abuse;Romance;Contemporary Romance;New Adult,February 5th 2014,282,,None,0
69997,69997,3480,3036,Beautiful Stranger. Un desconocido encantador,Christina Lauren:Concepción Rodríguez González,Erotic Fiction:Romance:Romance Books,03 Jun 2014,304,DEBOLSILLO,Spanish,Cold-Blooded Beautiful,Christine Zolendz,Dark;Romance;Sociology;Abuse;Romance;Contemporary Romance;New Adult,February 5th 2014,282,,None,0
70001,70001,3550,3036,Beautiful player : Un Seductor Irresistible / an Irresistible Seducer,Christina Lauren,Erotic Fiction:Romance:Romance Books,03 Jun 2014,400,DEBOLSILLO,Spanish,Cold-Blooded Beautiful,Christine Zolendz,Dark;Romance;Sociology;Abuse;Romance;Contemporary Romance;New Adult,February 5th 2014,282,,None,0
70053,70053,2985,3041,The Great Christmas Knit Off,Alexandra Brown,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Oct 2014,400,HarperCollins Publishers,English,Tidings of Great Joy,Sandra Brown,Romance;Romance;Contemporary Romance;Holiday;Christmas;Contemporary,November 2nd 1999,231,Bantam,English,0
70406,70406,2234,3063,More Than a Mistress/No Man's Mistress,Mary Balogh,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,24 May 2011,768,Random House USA Inc,English,More Than a Mistress,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,February 28th 2006,384,Dell,English,0
70452,70452,1808,3063,The Secret Mistress : Mistress Couplet: Prequel,Mary Balogh,Historical Romance:Historical Romance:Historical Fiction,04 Aug 2011,368,Little Brown Book Group,English,More Than a Mistress,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,February 28th 2006,384,Dell,English,0
70643,70643,2754,3072,The Trouble with Valentine's Day,Rachel Gibson,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Dec 2012,368,HarperCollins Publishers Inc,English,The Trouble With Valentine's Day / Daisy's Back In Town,Rachel Gibson,Romance;Contemporary Romance;Romance;Womens Fiction;Chick Lit;Fiction,,628,Headline Book Publishing,None,0
70788,70788,2136,3075,One Night in Scotland,Karen Hawkins,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,18 Jan 2011,368,SIMON & SCHUSTER,English,One Night in Scotland,Karen Hawkins,Romance;Historical Romance;Romance;Historical;Cultural;Scotland;Historical;Historical Fiction,November 23rd 2010,335,Pocket Star,English,1
71283,71283,3221,3094,Letters to Penthouse: Letters To Penthouse Xxxx Extreme Sex Beyond Triple X XXXX,Editors of Penthouse,Erotic Fiction,01 May 2011,288,Little Brown & Company,English,Letters to a War Zone,Lucy Felthouse,Romance;M M Romance;Adult Fiction;Erotica;Romance;Contemporary,March 28th 2014,28,Totally Bound,,0
71285,71285,3268,3094,Letters to Penthouse: Letters To Penthouse Xxviii Threesomes Foursomes and Moresomes XXVIII,Editors of Penthouse,Erotic Fiction:Sex & Sexuality Sex Manuals,01 Apr 2007,336,Little Brown & Company,English,Letters to a War Zone,Lucy Felthouse,Romance;M M Romance;Adult Fiction;Erotica;Romance;Contemporary,March 28th 2014,28,Totally Bound,,0
71287,71287,3418,3094,Letters to Penthouse: Letters To Penthouse Xxx Extreme Sex Maximum Pleasure XXX,Editors of Penthouse,Erotic Fiction,01 Jan 2008,352,Little Brown & Company,English,Letters to a War Zone,Lucy Felthouse,Romance;M M Romance;Adult Fiction;Erotica;Romance;Contemporary,March 28th 2014,28,Totally Bound,,0
71291,71291,3638,3094,Letters to Penthouse: Letters To Penthouse Xxxv Naughty Pleasure Parties Exposed XXXV,Editors of Penthouse,Erotic Fiction,01 Sep 2009,304,Little Brown & Company,English,Letters to a War Zone,Lucy Felthouse,Romance;M M Romance;Adult Fiction;Erotica;Romance;Contemporary,March 28th 2014,28,Totally Bound,,0
71295,71295,3874,3094,Letters to Penthouse: Letters To Penthouse XXXXII Hot and Horny in Class XXXXII,Editors of Penthouse,Erotic Fiction,10 Jan 2012,304,Little Brown & Company,English,Letters to a War Zone,Lucy Felthouse,Romance;M M Romance;Adult Fiction;Erotica;Romance;Contemporary,March 28th 2014,28,Totally Bound,,0
71297,71297,3934,3094,Letters To Penthouse Xxxvi : Sultry Passions Sinful Desires,Editors of Penthouse,Erotic Fiction,04 Jan 2010,304,Little Brown & Company,English,Letters to a War Zone,Lucy Felthouse,Romance;M M Romance;Adult Fiction;Erotica;Romance;Contemporary,March 28th 2014,28,Totally Bound,,0
72572,72572,2783,3161,Summer Nights,Susan Mallery,Adult & Contemporary Romance:Adult & Contemporary Romance,26 Jun 2012,384,HarperCollins Publishers,English,Summer Nights,Susan Mallery,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit,June 26th 2012,378,HQN,English,1
72633,72633,3232,3169,Bound by Honor,Cora Reilly,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Dec 2014,321,Createspace Independent Publishing Platform,English,Bound by Honor,Cora Reilly,Romance;New Adult;Contemporary;Dark,December 14th 2014,253,Smashwords,,1
72635,72635,3558,3169,Bound by Hatred,Cora Reilly,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Apr 2015,311,Createspace Independent Publishing Platform,English,Bound by Honor,Cora Reilly,Romance;New Adult;Contemporary;Dark,December 14th 2014,253,Smashwords,,0
72778,72778,1802,3174,A Secret Love : Number 5 in series,Stephanie Laurens,Historical Romance:Historical Romance,01 Apr 2007,432,Little Brown Book Group,English,Hate: A Love Story,Laurel Ulen Curtis,Romance;New Adult;Romance;Contemporary Romance;Contemporary,October 11th 2014,285,Laurel Ulen Curtis,None,0
73015,73015,436,3184,One Good Earl Deserves a Lover,Sarah MacLean,Historical Romance:Historical Romance,29 Jan 2013,384,HarperCollins Publishers Inc,English,One Good Reason,Sarah Mayberry,Romance;Romance;Contemporary Romance;Contemporary;Category Romance;Harlequin;Romance;Category Romance,August 2011,281,Harlequin Books,English,0
73096,73096,1636,3187,Taming of the Duke,Eloise James,Historical Romance:Historical Romance,11 Jul 2011,394,HarperCollins Publishers Inc,English,The Taming of the Duke,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,March 28th 2006,392,Avon,English,1
73118,73118,60,3188,Gone Girl,Gillian Flynn,Contemporary Fiction:Crime:Crime Fiction:Romance:Romance Books,25 Sep 2014,512,Orion Publishing Co,English,Gone Girl,Gillian Flynn,Mystery;Fiction;Mystery;Crime;Contemporary;Thriller,May 24th 2012,444,Orion,English,1
73120,73120,174,3188,Gone Girl,Gillian Flynn,Contemporary Fiction:Crime:Crime Fiction:Romance:Romance Books,20 Nov 2014,480,Orion Publishing Co,English,Gone Girl,Gillian Flynn,Mystery;Fiction;Mystery;Crime;Contemporary;Thriller,May 24th 2012,444,Orion,English,1
73966,73966,319,3228,Sins of the Night,Sherrilyn Kenyon,Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance,01 Jul 2005,384,St Martin's Press,English,Night Play,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires;Fantasy;Urban Fantasy,August 2004,362,St. Martin's Press,English,0
73984,73984,1117,3228,One Silent Night : A Dark-Hunter Novel,Sherrilyn Kenyon,Romance:Romance Books,06 Aug 2009,310,St Martin's Press,English,Night Play,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires;Fantasy;Urban Fantasy,August 2004,362,St. Martin's Press,English,0
74048,74048,2222,3231,To Sir Phillip with Love,Julia Quinn,Historical Romance:Historical Romance,31 Jan 2017,400,AVON BOOKS,English,To Sir Phillip; With Love: The Epilogue II,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,September 1st 2009,22,Harper Collins,,0
74157,74157,2280,3233,Hello Stranger,Lisa Kleypas,Historical Romance:Historical Romance,27 Feb 2018,400,Little Brown Book Group,English,When Strangers Marry,Lisa Kleypas,Romance;Historical Romance;Romance;Historical,August 1st 2002,390,Avon,English,0
74159,74159,273,3233,Hello Stranger : The Ravenels Book 4,Lisa Kleypas,Romance:Romance Books:Historical Romance:Historical Romance,27 Feb 2018,400,AVON BOOKS,English,When Strangers Marry,Lisa Kleypas,Romance;Historical Romance;Romance;Historical,August 1st 2002,390,Avon,English,0
74200,74200,1573,3233,When Strangers Marry,Lisa Kleypas,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,11 Jul 2011,390,HarperCollins Publishers Inc,English,When Strangers Marry,Lisa Kleypas,Romance;Historical Romance;Romance;Historical,August 1st 2002,390,Avon,English,1
75121,75121,2097,3268,Devil's Bride : Number 1 in series,Stephanie Laurens,Historical Romance:Historical Romance,01 Feb 2007,400,Little Brown Book Group,English,The Fallen Series Boxed Set,Lauren Kate,Young Adult;Fantasy;Romance;Fantasy;Paranormal;Paranormal;Angels;Paranormal;Demons,October 23rd 2012,None,Delacorte Press,,0
75124,75124,2146,3268,Viscount Breckenridge To The Rescue : Number 1 in series,Stephanie Laurens,Historical Romance:Historical Romance,18 Aug 2011,448,Little Brown Book Group,English,The Fallen Series Boxed Set,Lauren Kate,Young Adult;Fantasy;Romance;Fantasy;Paranormal;Paranormal;Angels;Paranormal;Demons,October 23rd 2012,None,Delacorte Press,,0
75130,75130,2231,3268,The Promise In A Kiss : Number 8 in series,Stephanie Laurens,Historical Romance:Historical Romance,01 Dec 2007,400,Little Brown Book Group,English,The Fallen Series Boxed Set,Lauren Kate,Young Adult;Fantasy;Romance;Fantasy;Paranormal;Paranormal;Angels;Paranormal;Demons,October 23rd 2012,None,Delacorte Press,,0
75230,75230,1839,3268,The Edge Of Desire : Number 7 in series,Stephanie Laurens,Historical Romance:Historical Romance,05 Aug 2010,480,Little Brown Book Group,English,The Fallen Series Boxed Set,Lauren Kate,Young Adult;Fantasy;Romance;Fantasy;Paranormal;Paranormal;Angels;Paranormal;Demons,October 23rd 2012,None,Delacorte Press,,0
75878,75878,2352,3306,All About Love : Number 6 in series,Stephanie Laurens,Historical Romance:Historical Romance,01 Sep 2007,512,Little Brown Book Group,English,The Fallen Series Trilogy,Lauren Kate,Fantasy;Romance;Paranormal;Angels;Young Adult;Romance;Paranormal Romance,,1320,,,0
75882,75882,2382,3306,All About Passion : Number 7 in series,Stephanie Laurens,Historical Romance:Historical Romance,01 Sep 2007,512,Little Brown Book Group,English,The Fallen Series Trilogy,Lauren Kate,Fantasy;Romance;Paranormal;Angels;Young Adult;Romance;Paranormal Romance,,1320,,,0
75909,75909,530,3306,The Masterful Mr Montague : Number 2 in series,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,29 Apr 2014,448,Little Brown Book Group,English,The Fallen Series Trilogy,Lauren Kate,Fantasy;Romance;Paranormal;Angels;Young Adult;Romance;Paranormal Romance,,1320,,,0
75913,75913,2707,3306,The Fixed Trilogy,Laurelin Paige,Adult & Contemporary Romance:Adult & Contemporary Romance,04 Oct 2014,778,Paige Press,English,The Fallen Series Trilogy,Lauren Kate,Fantasy;Romance;Paranormal;Angels;Young Adult;Romance;Paranormal Romance,,1320,,,0
76001,76001,1597,3308,Midnight in Austenland : A Novel,Shannon Hale,Contemporary Fiction:Historical Romance:Historical Romance,28 Mar 2013,288,Bloomsbury Publishing PLC,English,Austenland,Shannon Hale,Fiction;Contemporary;Adult;Adult Fiction,May 29th 2007,197,Bloomsbury Publishing PLC,English,0
76505,76505,3475,3339,Letters to Penthouse: Letters To Penthouse Xxxix Hot Horny and Right Next Door XXXIX,Editors of Penthouse,Erotic Fiction,03 Jan 2011,304,Little Brown & Company,English,The House of Erotica Witching Hour,Victoria Blisse;Isabel Holley;Nicky Raven;Heather Lin;Vanessa De Sade;Gemma Parkes;Tilly Hunter;Lucy Felthouse,Shapeshifters;Werewolves,October 7th 2013,123,House of Erotica,None,0
76507,76507,3501,3339,La Magia de Ser Nosotros / The Magic of Being Ourselves,Elisabet Benavent,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Sep 2017,519,Suma,Spanish,The House of Erotica Witching Hour,Victoria Blisse;Isabel Holley;Nicky Raven;Heather Lin;Vanessa De Sade;Gemma Parkes;Tilly Hunter;Lucy Felthouse,Shapeshifters;Werewolves,October 7th 2013,123,House of Erotica,None,0
76528,76528,3779,3339,Secrets : Volume 4 the Best in Women's Romantic Erotica,Jeanie Cesarini:Desiree Lindsey:Betsy Morgan:Susan Paul:Emma Holly,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Dec 1998,316,Red Sage Publishing Inc.,English,The House of Erotica Witching Hour,Victoria Blisse;Isabel Holley;Nicky Raven;Heather Lin;Vanessa De Sade;Gemma Parkes;Tilly Hunter;Lucy Felthouse,Shapeshifters;Werewolves,October 7th 2013,123,House of Erotica,None,0
76839,76839,1066,3356,Bayou Moon,Ilona Andrews,Fantasy:Fantasy Books:Romance:Romance Books,25 Jul 2011,462,Penguin Putnam Inc,English,Bayou Moon,Ilona Andrews,Fantasy;Urban Fantasy;Fantasy;Romance;Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Magic,October 2010,447,Penguin Berkley Ace,English,1
76875,76875,3095,3361,Pídeme lo que quieras,Megan Maxwell,Erotic Fiction:Romance:Romance Books,01 May 2014,464,Booket,Spanish,Pídeme lo que quieras,Megan Maxwell,Romance;Adult Fiction;Erotica;Contemporary;Adult;Womens Fiction;Chick Lit;Romance;Erotic Romance;Erotica;Bdsm;European Literature;Spanish Literature;Did Not Finish;Abandoned,November 8th 2012,464,Esencia,,1
76879,76879,3229,3361,Pideme lo que quieras o déjame: SERIE PIDEME LO QUE QUIERAS 3,Megan Maxwell,Erotic Fiction:Romance:Romance Books,01 Jul 2014,416,Booket,Spanish,Pídeme lo que quieras,Megan Maxwell,Romance;Adult Fiction;Erotica;Contemporary;Adult;Womens Fiction;Chick Lit;Romance;Erotic Romance;Erotica;Bdsm;European Literature;Spanish Literature;Did Not Finish;Abandoned,November 8th 2012,464,Esencia,,1
78090,78090,2815,3413,A Time for Renewal : Book Two in the the gripping uplifting Rivenshaw Saga set at the close of World War Two,Anna Jacobs,Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance:Sagas,12 Jul 2016,352,Hodder & Stoughton General Division,English,Green Smoothie: Everyday Green Smoothie For Beginners(10 Day Green Smoothie Cleanse; green smoothies; green smoothies detox; green smoothies recipes; green ... Diet) (healthy food for everyday Book 9),Anna Scott,Nonfiction;Food and Drink;Diets;Food and Drink;Cookbooks;Health,February 22nd 2015,61,BB Link,None,0
78748,78748,111,3445,Beautiful Bastard,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Dec 2013,320,SIMON & SCHUSTER,English,Beautiful Secret,Christina Lauren,Romance;Romance;Contemporary Romance;Contemporary;New Adult;Adult,April 14th 2015,401,Gallery Books,English,0
78754,78754,249,3445,Beautiful Bitch,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Sep 2013,160,SIMON & SCHUSTER,English,Beautiful Secret,Christina Lauren,Romance;Romance;Contemporary Romance;Contemporary;New Adult;Adult,April 14th 2015,401,Gallery Books,English,0
78763,78763,596,3445,Beautiful Bombshell,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Dec 2013,160,SIMON & SCHUSTER,English,Beautiful Secret,Christina Lauren,Romance;Romance;Contemporary Romance;Contemporary;New Adult;Adult,April 14th 2015,401,Gallery Books,English,0
78831,78831,3357,3445,Beautiful Bastard. Un tipo odioso: Serie Beautiful Bastard 1,Christina Lauren,Erotic Fiction:Romance:Romance Books,03 Jun 2014,272,DEBOLSILLO,Spanish,Beautiful Secret,Christina Lauren,Romance;Romance;Contemporary Romance;Contemporary;New Adult;Adult,April 14th 2015,401,Gallery Books,English,0
78912,78912,457,3451,Silk Is for Seduction,Loretta Chase,Historical Romance:Historical Romance,28 Jun 2011,371,HarperCollins Publishers Inc,English,Silk Is for Seduction,Loretta Chase,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Historical;Regency,June 28th 2011,371,Avon,English,1
79251,79251,1964,3459,It Happened One Night,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance,11 Jul 2011,370,HarperCollins Publishers Inc,English,One Night with a Hero,Laura Kaye,Romance;Romance;Contemporary Romance;Contemporary;War;Military;Adult,October 20th 2012,173,Entangled Publishing; LLC (Brazen),,0
79876,79876,3659,3493,Yours Forever,Joya Ryan,Erotic Fiction,13 Oct 2015,240,Little Brown Book Group,English,Make Me Yours,Kendall Ryan,Romance;New Adult;Romance;Contemporary Romance;Contemporary;Adult Fiction;Erotica,November 10th 2012,238,Createspace,,0
79978,79978,1453,3498,Love Irresistibly,Julie James,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 May 2013,292,Penguin Putnam Inc,English,Love Irresistibly,Julie James,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Adult,April 2nd 2013,274,Berkley Sensation,English,1
80236,80236,382,3511,The Secrets of Sir Richard Kenworthy,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,01 Feb 2015,378,HarperCollins Publishers Inc,English,The Secrets of Sir Richard Kenworthy,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Historical Romance;Regency Romance,January 27th 2015,378,Avon,,1
80286,80286,2034,3511,The Secrets of Sir Richard Kenworthy : Number 4 in series,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,27 Jan 2015,384,Little Brown Book Group,English,The Secrets of Sir Richard Kenworthy,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Historical Romance;Regency Romance,January 27th 2015,378,Avon,,1
80373,80373,2490,3516,About Last Night . . .,Catherine Alliott,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Jun 2017,400,Penguin Books Ltd,English,Night Storm,Catherine Coulter,Romance;Romance;Historical Romance;Historical;Fiction;Historical;Historical Fiction;Historical;Regency;Adult;European Literature;British Literature;Historical Romance;Regency Romance;Suspense,September 3rd 2002,393,Avon,English,0
80426,80426,650,3519,Night Play,Sherrilyn Kenyon,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Aug 2009,371,St Martin's Press,English,Sins of the Night,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires;Fantasy;Urban Fantasy,June 28th 2005,331,St. Martin's Press,English,0
80445,80445,1172,3519,Kiss of the Night,Sherrilyn Kenyon,Contemporary Fiction:Romance:Romance Books,30 Apr 2010,384,St Martin's Press,English,Sins of the Night,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires;Fantasy;Urban Fantasy,June 28th 2005,331,St. Martin's Press,English,0
80475,80475,1432,3521,How to Drive a Dragon Crazy : The Dragon Kin Series,G. A. Aiken,Romance:Romance Books,04 Sep 2012,352,ZEBRA BOOKS,English,Last Dragon Standing,G.A. Aiken,Fantasy;Fantasy;Dragons;Romance;Paranormal Romance;Romance;Fantasy;Paranormal;Paranormal;Shapeshifters,September 1st 2010,470,Zebra Books,,0
80742,80742,1684,3548,A Night to Surrender,Tessa Dare,Contemporary Fiction:Historical Romance:Historical Romance,30 Aug 2011,400,HarperCollins Publishers Inc,English,Surrender of a Siren,Tessa Dare,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Fiction,August 25th 2009,384,Ballantine Books,English,0
